EOS,Ratio,Diversity,SM,SOC,Soil_N,Precipitation,BD,VPD,SRAD,Temperature,grassType,biomass,climate,soil,pc1_clim,pc2_clim,pc1_soil,pc2_soil
1.271932097,1.38689021,-0.762219846,-0.530326156,-0.7323 ,-0.675 ,-0.478377351,0.711 ,0.366334744,0.214624159,0.272022027,Desert steppe,1.38689021,0.374603579,-1.227410163,-0.646668066,-0.183404938,-1.321397128,0.173300399
1.276667435,-0.264658794,-0.762219846,-0.376048305,-0.9071 ,-0.914 ,-0.851466476,1.273 ,0.880280293,0.588680212,0.831808097,Desert steppe,-0.264658794,1.449302126,-0.924326086,-1.56235543,-0.122061182,-1.809943453,-0.107586582
1.323471516,-0.368914164,-0.762219846,-0.503726527,-0.5328 ,-0.733 ,-1.192576534,1.610 ,1.07932279,0.642482799,0.77450716,Desert steppe,-0.368914164,1.303736216,-0.15934846,-1.810856881,-0.388444944,-1.709384381,0.085757478
1.361622206,1.277899773,-0.762219846,-0.386688157,-0.7856 ,-0.792 ,-0.409089371,0.796 ,0.915929694,0.36706481,0.781853435,Desert steppe,1.277899773,1.655758568,-1.168015691,-1.270151162,0.243089073,-1.423147061,-0.00543996
1.375041946,-0.775709212,-0.762219846,0.180770608,-0.6222 ,-0.621 ,1.824115537,0.955 ,0.000928369,0.041687283,1.037503764,Temperate meadow steppe,-0.775709212,2.904234954,-0.106792548,0.179352875,1.995913971,-1.159697208,-0.500942875
1.378824898,0.219760498,-0.762219846,-0.274969712,-0.6218 ,-0.816 ,-1.272524204,1.237 ,1.02881947,0.805171563,0.661374542,Desert steppe,0.219760498,1.222841371,-0.476377532,-1.838861494,-0.554983757,-1.545610146,-0.130090982
1.395287837,-0.564209821,-0.762219846,-0.416834404,-0.7105 ,-0.697 ,-1.272524204,1.025 ,0.000928369,0.191565909,-0.162877385,Desert steppe,-0.564209821,-1.242907311,-0.800076485,-0.520100205,-1.118111345,-1.455927883,0.0339155
1.438486153,1.397893714,-0.762219846,-0.253690009,-0.7340 ,-0.733 ,-1.144607932,0.977 ,0.75847817,0.478513023,0.565872982,Desert steppe,1.397893714,0.658256243,-0.742772546,-1.418645886,-0.504657927,-1.419054286,-0.129178205
1.471790769,-0.606360301,-0.762219846,-0.555152478,-0.9144 ,-0.940 ,-1.144607932,0.757 ,1.061498088,0.70269045,0.733368025,Desert steppe,-0.606360301,1.352948631,-1.653130397,-1.791337874,-0.389072822,-1.605961703,0.107097249
1.473471832,-0.223860102,-0.762219846,-0.441660725,-0.8616 ,-0.926 ,-0.329141701,0.894 ,1.008023985,0.32094831,0.867070211,Desert steppe,-0.223860102,1.866900805,-1.335812232,-1.311132034,0.380977539,-1.609155567,-0.002576284
1.494734332,0.095045702,-0.762219846,-0.553379169,-0.8618 ,-0.882 ,-1.139278087,0.528 ,1.058527305,0.661698011,0.7407143,Desert steppe,0.095045702,1.321661529,-1.768444628,-1.770447648,-0.373803023,-1.421831579,0.148471474
1.582342496,0.096862869,-0.762219846,-0.131331713,-0.8420 ,-0.904 ,-0.675581603,1.418 ,0.850572458,0.450330711,0.762753123,Desert steppe,0.096862869,1.388074689,-0.4588652,-1.370653065,-0.004319699,-1.776399924,-0.342393313
1.651441201,-0.114540194,-0.762219846,-0.367181762,-0.8514 ,-0.901 ,-1.213895913,1.538 ,0.990199283,0.705252475,0.750999084,Desert steppe,-0.114540194,1.232554929,-0.581700547,-1.787840117,-0.448490194,-1.90939196,-0.129130587
1.729162292,-0.195458664,-0.762219846,-0.250143392,-0.8939 ,-0.949 ,-0.558325021,1.328 ,1.082293574,0.442644635,0.952286988,Desert steppe,-0.195458664,1.918900176,-0.76564804,-1.549380342,0.243174805,-1.816649778,-0.238216186
1.7583185,0.338175412,-0.762219846,-0.35654191,-0.7970 ,-0.843 ,-1.261864515,-1.915 ,0.904046561,0.755212025,0.590850315,Desert steppe,0.338175412,0.988244386,-0.08151742,-1.701838184,-0.60301198,-2.042195612,-0.154244826
1.812316395,0.426998697,-0.762219846,-0.370728379,-0.8572 ,-0.852 ,-0.675581603,-1.065 ,0.81789384,0.282517897,0.633458703,Desert steppe,0.426998697,1.058288836,-1.01543074,-1.20172831,-0.05255916,-1.635561178,-0.071495388
1.848079487,0.133920029,-0.762219846,-0.365408453,-0.8823 ,-0.842 ,-1.277854048,-1.464 ,0.951579098,0.747525937,0.589381059,Desert steppe,0.133920029,1.010632046,-0.626133558,-1.730972954,-0.604954655,-1.853420823,-0.117431995
1.898553569,0.046477924,-0.762219846,-0.21290391,1.9175 ,-0.971 ,-0.206555274,0.884 ,0.957520665,0.21078111,0.918494127,Desert steppe,0.046477924,1.880240628,-1.216514222,-1.203477424,0.515272052,-1.597553928,-0.239828934
1.99974093,1.326512486,-0.762219846,-0.310435885,1.7987 ,-0.816 ,-1.117958709,-1.144 ,0.912958911,0.565621962,0.730429516,Desert steppe,1.326512486,1.09105168,-0.781599986,-1.624164165,-0.375478066,-1.606962589,-0.119142673
-1.648404049,0.083426716,-0.415545236,0.909600458,0.3792 ,0.368 ,-0.814157564,-0.620 ,-2.07267853,-1.213706336,-2.706157404,Mountain meadows,0.083426716,-6.806699834,0.036022882,2.85000168,-2.360314712,1.533014932,-0.574310268
-1.57335406,-0.069283473,-0.415545236,1.789161543,-0.2284 ,-0.329 ,2.53831472,-0.063 ,-0.587286768,-0.867832584,0.570280747,Temperate meadow steppe,-0.069283473,1.653476114,1.16821376,1.49773233,2.336217272,0.214147444,-1.815404449
-1.566804765,1.046180419,-0.415545236,0.296035669,1.3899 ,-1.116 ,-0.494366885,-0.869 ,-1.995438159,-1.513463588,-2.692934111,Mountain meadows,1.046180419,-6.696202743,0.932818412,3.077378383,-2.032003748,2.491996772,0.369070203
-1.399889687,0.029540732,-0.415545236,-0.475353589,-0.5362 ,-0.457 ,-0.067979313,0.514 ,1.192212564,0.906371663,0.922901892,Desert steppe,0.029540732,2.953506806,-0.954906304,-1.638457077,0.545448882,-0.967085224,0.218383883
-1.324002483,-0.503789101,-0.415545236,-0.679284082,-0.5260 ,-0.592 ,0.369067948,1.159 ,-0.358536436,0.532315599,0.022248716,Desert steppe,-0.503789101,0.565095827,-0.638202732,0.072422677,0.126378901,-1.43533277,0.326830315
-1.257080971,-0.7409117,-0.415545236,0.044225843,-0.0687 ,-0.049 ,0.582261734,-0.641 ,-0.507075613,0.486199099,-0.065906572,Temperate steppe,-0.7409117,0.495478647,-0.713904807,0.310388566,0.220554865,0.284334307,-0.002916959
-1.256970227,-0.721930634,-0.415545236,-0.163251268,-0.5967 ,-0.534 ,-0.675581603,-0.074 ,1.373430359,0.755212025,1.084519917,Desert steppe,-0.721930634,2.537580698,-1.368643528,-1.988721244,0.228727953,-0.647355479,-0.050431695
-1.19173642,-0.530814773,-0.415545236,-0.439887416,-0.8307 ,-0.845 ,0.363738103,0.785 ,0.898104995,-0.591133583,0.959633262,Desert steppe,-0.530814773,1.630342777,-1.329794842,-0.557662176,1.119159455,-1.487586959,0.027974805
-1.187293447,-0.655938502,-0.415545236,1.15431705,-0.1528 ,-0.121 ,-0.281173099,-0.029 ,0.173233815,0.824386775,0.173581958,Temperate steppe,-0.655938502,0.890029449,0.851204692,-0.716320717,-0.23855523,0.180849544,-1.155113424
-1.100044091,-0.445452255,-0.415545236,-0.370728379,-0.3881 ,-0.361 ,0.118565249,0.140 ,-0.311003899,-1.263665875,0.257329478,Temperate steppe,-0.445452255,-1.198775046,-0.980035825,0.736921168,0.406671002,-0.602293895,0.199789475
-1.082214597,-0.429078565,-0.415545236,-0.085225688,0.3905 ,0.801 ,0.385057482,-1.202 ,-1.098261534,0.123672171,-1.726164469,Temperate steppe,-0.429078565,-2.31569635,-0.096296259,1.59261525,-0.921135432,1.287549604,0.427228425
-1.034562226,0.003866514,-0.415545236,-0.392008083,-0.5700 ,-0.493 ,0.123895094,0.616 ,0.550523322,1.470017779,0.449801854,Temperate steppe,0.003866514,2.594238049,-0.838840034,-1.239437502,0.190831913,-1.037012893,0.1155752
-1.025693989,-0.153942897,-0.415545236,-0.358315218,-0.4136 ,-0.400 ,-0.307822322,0.887 ,0.185116948,0.34400656,0.465963657,Temperate steppe,-0.153942897,0.687264842,-0.285079161,-0.637624846,-0.003469624,-1.030346185,0.103721665
-0.971111378,0.142033962,-0.415545236,-0.514366379,-0.3296 ,-0.291 ,-0.195895585,0.242 ,0.119759712,0.30301411,0.172112702,Lowland meadows,0.142033962,0.398990939,-0.893068262,-0.38686614,-0.087273531,-0.623025759,0.352204183
-0.952599706,-0.298428917,-0.415545236,-0.280289639,-0.4661 ,-0.450 ,-0.174576206,0.378 ,-0.41201054,-0.287533293,-0.055621788,Temperate steppe,-0.298428917,-0.929741827,-0.818261926,0.342141729,-0.199726501,-0.797184233,0.058595049
-0.908878683,-0.54681842,-0.415545236,-0.766176206,-0.4271 ,-0.343 ,-0.051989779,0.853 ,0.247503401,0.712938562,0.349892529,Lowland meadows,-0.54681842,1.258344713,-0.683055563,-0.700611991,0.075146386,-1.100817275,0.506862557
-0.883853161,0.033083306,-0.415545236,-0.315755811,0.2835 ,0.172 ,2.61826239,-0.063 ,-0.51301718,-1.203458224,0.731898772,Temperate meadow steppe,0.033083306,1.633685758,0.076242207,1.575201918,2.567049563,0.204177716,0.394104543
-0.855906258,-0.673047441,-0.415545236,-0.037346355,-0.1591 ,-0.142 ,0.41703655,-0.437 ,-0.492221695,0.139044334,-0.002728616,Lowland meadows,-0.673047441,0.061130573,-0.775708188,0.380324701,0.194884948,0.04964322,0.020733579
-0.804909476,-0.600189663,-0.415545236,0.028266065,0.7607 ,0.899 ,0.006638512,-0.759 ,0.690150148,0.208219084,0.35576955,Temperate steppe,-0.600189663,1.260777294,0.929204377,-0.680128441,0.310141191,1.350366739,0.362184751
-0.643958971,-0.110271229,-0.415545236,-0.422154329,-0.3358 ,-0.211 ,1.189864024,-0.063 ,0.369305527,0.50029026,1.050727057,Temperate steppe,-0.110271229,3.110186868,-1.032404276,-0.52359197,1.500900703,-0.393906461,0.308065688
-0.588490418,0.046852824,-0.415545236,-0.076359145,-0.4952 ,-0.486 ,0.550282666,0.242 ,-0.542725015,-0.911387059,-0.036521477,Lowland meadows,0.046852824,-0.940350885,-0.815431951,1.011294617,0.464258363,-0.705771467,-0.136252665
-0.584729609,-0.62743701,-0.415545236,-0.315755811,-0.7476 ,-0.729 ,0.832764432,-0.165 ,-0.212968045,-1.207301273,0.684882619,Temperate steppe,-0.62743701,0.097377733,-1.957794473,0.719764554,1.213042583,-0.837842575,0.038397347
-0.580975448,-0.237083991,-0.415545236,6.419270399,1.9011 ,1.296 ,2.37841938,0.072 ,-1.54982063,-3.55668075,-0.813757253,Lowland meadows,-0.237083991,-3.541839253,9.688964401,4.048155442,1.733273099,3.557715096,-5.558042964
-0.560226794,-0.591455674,-0.415545236,0.116931497,-0.4052 ,-0.355 ,-0.787508341,-0.183 ,1.444729162,0.925586864,1.125659052,Desert steppe,-0.591455674,2.708466738,-0.825879328,-2.18123233,0.147860287,-0.30218527,-0.238334911
-0.554175834,-0.456796686,-0.415545236,0.116931497,-0.5624 ,-0.584 ,0.017298201,0.955 ,-0.414981323,-0.52067782,-0.007136382,Temperate meadow steppe,-0.456796686,-0.925497323,-0.074069711,0.513600991,0.019641788,-1.1226464,-0.421647394
-0.53194766,-0.159930077,-0.415545236,-0.601258502,-0.0313 ,-0.130 ,-1.192576534,-0.119 ,-0.153552375,0.076274658,-0.381796348,Temperate steppe,-0.159930077,-1.651650598,-0.881539438,-0.230682405,-1.189540756,-0.195104202,0.556248427
-0.529275455,-0.752332707,-0.415545236,-0.69524386,-0.2306 ,-0.270 ,0.614240802,0.310 ,-0.459543076,-1.709458714,0.172112702,Temperate steppe,-0.752332707,-1.382648287,-0.885672855,1.287821733,0.796772109,-0.640847555,0.541147097
-0.525048425,-0.572549138,-0.415545236,-0.388461465,-0.1181 ,-0.041 ,0.18785323,-0.641 ,-0.400127407,0.235120384,0.029594988,Temperate steppe,-0.572549138,0.052441195,-1.188331238,0.171390054,0.035860347,0.140490596,0.404383243
-0.522255504,-0.435125466,-0.415545236,1.711135963,0.4418 ,0.267 ,1.957361653,-0.063 ,-1.119057019,-2.859809196,-0.286294787,Temperate meadow steppe,-0.435125466,-2.307799349,2.356406915,3.014227982,1.661807708,0.910642311,-1.500997087
-0.502899983,0.375061641,-0.415545236,-0.292702799,0.2823 ,0.145 ,2.303801556,-0.097 ,-0.706118109,-0.639812108,0.398377938,Temperate meadow steppe,0.375061641,1.356249277,0.03721944,1.444367133,1.989898394,0.21259649,0.369697842
-0.459130232,-0.54651858,-0.415545236,-0.642044601,-0.0915 ,-0.227 ,1.978681032,-0.607 ,-0.967547059,-2.800882558,-0.174631425,Temperate steppe,-0.54651858,-1.96438001,-1.56739518,2.849207206,1.761753769,-0.038176573,0.611908874
-0.440778038,0.235495133,-0.415545236,-0.661550996,-0.6051 ,-0.532 ,1.626911285,-0.267 ,-0.587286768,-1.503215476,0.695167402,Temperate steppe,0.235495133,0.231576443,-2.065363565,1.395306881,1.814358772,-0.687152657,0.444662568
-0.418033798,-0.047427071,-0.415545236,-0.097638849,0.0671 ,0.141 ,-0.377110303,-0.271 ,1.120913758,0.750087963,0.900863072,Desert steppe,-0.047427071,2.39475449,-0.159926236,-1.629637327,0.306423814,0.233972364,0.159795345
-0.403327235,-0.686834177,-0.415545236,-0.342355441,-0.4666 ,-0.476 ,1.072607442,-0.267 ,-0.652644006,-1.975909603,0.02077946,Temperate steppe,-0.686834177,-1.535166707,-1.552335221,1.792095271,1.078092372,-0.488548993,0.174755738
-0.304013626,-0.70185235,-0.415545236,-0.569338947,-0.6109 ,-0.644 ,-1.149937777,-0.546 ,0.924842047,0.543844724,0.71573697,Lowland meadows,-0.70185235,1.034485964,-2.370141762,-1.625275576,-0.402116459,-0.580901562,0.359719878
-0.269601595,0.67231449,-0.415545236,-0.569338947,-0.2934 ,-0.243 ,1.653560508,0.208 ,0.081139524,0.342725547,1.088927683,Temperate steppe,0.67231449,3.166353263,-0.897384204,-0.11289688,1.852742108,-0.572357766,0.424325477
-0.237096542,-0.374231615,-0.415545236,-0.5391927,-0.8553 ,-0.881 ,1.909393051,0.616 ,0.095993443,0.796204463,0.611419879,Temperate steppe,-0.374231615,3.413010837,-1.659918412,-0.009347469,1.702821331,-1.460013337,0.127774003
-0.223528413,-0.189028482,-0.415545236,-0.689923934,-0.1779 ,-0.112 ,0.049277269,-0.369 ,0.021723855,0.522067486,0.263206499,Lowland meadows,-0.189028482,0.856275109,-1.348916021,-0.389882067,0.093735747,-0.160984212,0.642271557
-0.143326688,-0.677928521,-0.415545236,-0.693470551,0.1673 ,0.202 ,0.992659772,-0.335 ,-0.670468707,-1.934917165,0.028125735,Temperate steppe,-0.677928521,-1.584600365,-0.659174638,1.746224639,1.008609215,0.19402782,0.767253601
-0.140425245,-0.124803325,-0.415545236,-0.411514478,0.1525 ,0.171 ,0.608910957,-0.675 ,-0.52192953,0.085241758,-0.030644456,Lowland meadows,-0.124803325,0.14157873,-0.762468627,0.514840695,0.332477792,0.425927297,0.520842704
-0.131145052,-0.637222435,-0.415545236,-0.631404749,-0.8107 ,-0.789 ,2.575623632,0.242 ,-0.138698456,-0.747417283,0.584973293,Temperate steppe,-0.637222435,2.274481187,-1.988532141,1.185298913,2.444697115,-1.210414522,0.27852266
-0.104272347,-0.395088142,-0.415545236,-0.714750255,-0.4397 ,-0.358 ,-0.137267293,0.582 ,-0.254559012,-1.047174535,0.266145009,Lowland meadows,-0.395088142,-1.172855832,-0.930714087,0.488839751,0.183893034,-0.958485388,0.478458174
-0.056799377,0.197648179,-0.415545236,1.235889247,-0.2183 ,-0.148 ,0.113235405,-1.063 ,-0.459543076,0.429834486,-0.436158776,Temperate steppe,0.197648179,-0.352631961,-0.193542589,0.311912622,-0.332307762,0.697225343,-1.151207877
-0.027251142,-0.54230803,-0.415545236,-0.361861836,-0.3465 ,-0.170 ,-0.537005642,0.230 ,1.016936335,1.019100888,0.921432639,Desert steppe,-0.54230803,2.42046422,-0.648603707,-1.779629962,0.121777234,-0.515579798,0.228180204
-0.015813686,-0.616387567,-0.415545236,-0.693470551,-0.3569 ,-0.277 ,0.33708888,0.548 ,-0.391215054,-1.492967363,0.18974376,Temperate steppe,-0.616387567,-1.357349777,-0.779879293,1.019993497,0.564813579,-0.84189115,0.492341966
0.034000369,0.007064004,-0.415545236,-0.081679071,-0.3167 ,-0.331 ,-0.734209894,-0.023 ,0.446545899,0.181317796,0.414539741,Desert steppe,0.007064004,0.308193541,-0.752875039,-0.849252008,-0.279771314,-0.377887294,-0.042603582
0.034000369,1.109432123,-0.415545236,-0.115371935,-0.7097 ,-0.674 ,-0.664921914,0.362 ,0.194029298,0.080117696,0.133912079,Desert steppe,1.109432123,-0.256862841,-1.136593126,-0.483567148,-0.417207517,-1.008106361,-0.186464721
0.071940647,-0.117078313,-0.415545236,-0.172117812,0.6437 ,0.353 ,-1.165927311,-1.004 ,-0.097107485,0.022472071,-0.331841685,Desert steppe,-0.117078313,-1.57240441,-0.179163063,-0.25058282,-1.118974224,1.048418007,0.447928275
0.074011531,-0.138095767,-0.415545236,-0.775042749,-0.6288 ,-0.650 ,-1.09663933,0.498 ,0.586172724,0.40805726,-0.00125936,Desert steppe,-0.138095767,-0.103668707,-1.555163307,-0.979056806,-0.808542415,-1.203838415,0.452029271
0.098700394,-0.850614812,-0.415545236,0.50351278,-0.1555 ,-0.243 ,0.934031481,0.208 ,-0.961605492,-1.34436975,-0.36122678,Temperate meadow steppe,-0.850614812,-1.733170542,0.313415148,1.787869809,0.573966454,-0.19615736,-0.579005193
0.180288604,-0.821382565,-0.415545236,-0.702337095,1.5590 ,1.718 ,0.150544318,-1.134 ,-0.744738295,0.415743336,-0.724132712,Temperate steppe,-0.821382565,-0.902583354,1.440672793,0.643356287,-0.521770528,2.263206884,1.405640216
0.182842321,1.127284374,-0.415545236,0.395340953,-0.8288 ,-0.868 ,-0.20122543,0.774 ,0.651529963,0.31198121,0.661374542,Desert steppe,1.127284374,1.423660285,-0.526796216,-0.94663283,0.292473871,-1.261911462,-0.775723652
0.217734973,-0.419030452,-0.415545236,-0.230636996,0.3883 ,0.090 ,-1.165927311,0.120 ,-0.192172559,-0.302905456,-0.440566538,Temperate steppe,-0.419030452,-2.101571865,0.367307876,0.023785193,-1.139410843,0.144157255,0.297540256
0.260869066,-0.627305912,-0.415545236,0.492872928,-0.6641 ,-0.604 ,0.278460589,0.921 ,0.351480825,1.24968339,0.407193466,Temperate steppe,-0.627305912,2.286818269,0.146279731,-0.930268404,0.286733499,-1.069339753,-0.801008348
0.264787126,-0.545602724,-0.415545236,-0.555152478,-0.1945 ,-0.249 ,-0.233204497,1.193 ,0.491107653,0.876908338,0.388093155,Temperate steppe,-0.545602724,1.522904648,0.193755816,-1.015295743,-0.02423063,-1.036646847,0.33259456
0.271845832,2.107102196,-0.415545236,-0.528552848,-0.6868 ,-0.570 ,-0.664921914,1.100 ,0.865426377,0.163383597,0.664313051,Desert steppe,2.107102196,1.028201111,-0.684611739,-1.18012439,0.005102746,-1.4411376,0.163426459
0.430729888,1.545188788,-0.415545236,-0.393781391,-0.8569 ,-0.901 ,-0.590304089,1.026 ,0.672325446,0.299171072,0.536487887,Desert steppe,1.545188788,0.917680316,-1.125533941,-1.04354518,-0.074015731,-1.648636823,-0.055246162
0.442298018,-0.684851245,-0.415545236,-0.120691861,-0.5185 ,-0.482 ,-0.046659934,0.819 ,0.286123589,0.784675338,0.361646569,Temperate steppe,-0.684851245,1.38578556,-0.301607976,-0.763030912,0.080627294,-1.034100858,-0.152618305
0.478415477,-0.381058512,-0.415545236,-0.05685275,-0.3964 ,-0.347 ,-1.085979641,1.579 ,0.461399815,0.226153284,0.332261473,Desert steppe,-0.381058512,-0.066165069,0.77857426,-0.978585025,-0.605219983,-1.272468741,-0.238000892
0.495937111,-0.202053152,-0.415545236,0.494646237,0.0793 ,0.085 ,-1.144607932,0.138 ,0.229678702,0.048092346,0.061918595,Mountain meadows,-0.202053152,-0.804918289,0.797436849,-0.641866605,-0.817917429,0.157764317,-0.456022099
0.571784449,0.205478129,-0.415545236,-0.118918552,-0.4811 ,-0.502 ,-0.611623467,0.308 ,0.440604332,0.128796222,0.360177313,Desert steppe,0.205478129,0.317954399,-0.793739917,-0.743257956,-0.206283883,-0.753813201,-0.102516161
0.581939502,0.039582337,-0.415545236,-0.814055539,-0.8144 ,-0.741 ,-1.24587498,0.259 ,0.901075778,0.775708238,0.239698423,Desert steppe,0.039582337,0.670607458,-2.110980337,-1.527413712,-0.792132675,-1.245369803,0.460688297
0.587952809,-0.478884045,-0.415545236,-0.537419391,-0.3907 ,-0.396 ,-1.240545136,0.338 ,0.15243833,0.182598809,-0.060029553,Temperate steppe,-0.478884045,-0.96553755,-0.986360177,-0.642072684,-1.002202143,-0.774416637,0.333112878
0.643961785,-0.385878249,-0.415545236,-0.498406601,-0.8574 ,-0.883 ,-0.361120769,0.840 ,0.562406455,0.174912722,0.471840678,Desert steppe,-0.385878249,0.848039086,-1.398748886,-0.793782408,0.068378502,-1.569281818,0.066438622
0.748689578,-0.496674669,-0.415545236,-0.523232922,-0.7429 ,-0.777 ,0.065266803,0.819 ,0.476253734,1.181789652,0.457148129,Temperate steppe,-0.496674669,2.180458318,-1.22390739,-1.077552134,0.187328117,-1.440605834,0.133869748
0.792808165,0.459224885,-0.415545236,0.058412312,0.9817 ,0.794 ,-1.085979641,-0.549 ,0.10193501,-0.056950792,-0.087945393,Mountain meadows,0.459224885,-1.128940816,1.285052058,-0.416278124,-0.863512771,1.314053069,0.332163575
0.805248942,0.353727727,-0.415545236,-0.214677219,-0.6916 ,-0.612 ,-0.851466476,1.028 ,0.286123589,0.042968296,0.202967053,Desert steppe,0.353727727,-0.319407539,-0.490847186,-0.626613164,-0.497652852,-1.342583803,-0.13980146
0.833031946,0.587933538,-0.415545236,-0.230636996,-0.2393 ,-0.441 ,-1.192576534,1.195 ,0.298006721,0.186441847,0.048695302,Desert steppe,0.587933538,-0.659432663,0.283657647,-0.763723065,-0.874155491,-1.081501896,-0.024838358
0.87314499,-0.854554379,-0.415545236,-0.163251268,1.0292 ,0.953 ,-1.02735135,-1.231 ,1.82201867,0.998604664,1.426856282,Temperate steppe,-0.854554379,3.220128265,0.587779592,-2.682616436,0.195233366,1.729746692,0.650291428
0.946735403,0.145798506,-0.415545236,-0.666870922,-0.1656 ,-0.190 ,-0.409089371,0.921 ,-0.046604168,0.058340459,0.272022027,Temperate steppe,0.145798506,-0.125331053,-0.101690654,-0.301771636,-0.186503862,-0.874208846,0.482745023
1.118259572,-0.565658549,-0.415545236,0.746456064,1.0334 ,1.119 ,0.438355929,-1.782 ,-0.792270831,-0.223482593,-0.944520927,Mountain meadows,-0.565658549,-1.521918423,1.117475915,1.219561754,-0.312500994,2.370139797,-0.134743998
1.133189829,-0.223248249,-0.415545236,-0.732483341,-0.7187 ,-0.747 ,-0.899435078,1.079 ,1.688333411,0.486199099,1.235853159,Desert steppe,-0.223248249,2.51095059,-1.119783327,-2.199112928,0.254929133,-1.605012353,0.319837554
1.145423525,-0.345497131,-0.415545236,-0.175664429,-0.2959 ,-0.347 ,1.40305781,0.140 ,-0.682351841,-0.167117981,0.050164556,Lowland meadows,-0.345497131,0.603752544,-0.678156962,1.009403536,1.009897671,-0.487510759,0.032385874
1.192372685,-0.335001857,-0.415545236,-0.145518182,0.0084 ,-0.128 ,1.978681032,0.072 ,-0.967547059,-2.800882558,-0.174631425,Temperate steppe,-0.335001857,-1.96438001,-0.192277296,2.849207206,1.761753769,-0.146212269,0.10861321
1.193821193,-0.106743904,-0.415545236,-0.532099465,-0.3354 ,-0.242 ,0.070596648,0.989 ,0.657471529,1.504605154,0.416008994,Desert steppe,-0.106743904,2.648682325,-0.12064825,-1.322788107,0.146215633,-0.9984567,0.306089169
1.216273061,-0.228104493,-0.415545236,-0.235956923,-0.4857 ,-0.517 ,-1.085979641,0.390 ,0.283152805,-0.02876848,0.111873255,Desert steppe,-0.228104493,-0.71972206,-0.848277093,-0.635695943,-0.718776739,-0.8404093,-0.001943147
1.234324043,0.087832913,-0.415545236,-0.182757663,-0.5232 ,-0.498 ,-1.171257156,0.950 ,0.76739052,0.518224449,0.598196586,Desert steppe,0.087832913,0.712554399,-0.253995657,-1.470736157,-0.512786346,-1.132752509,-0.109903984
1.434811731,0.030900681,-0.415545236,-0.535646083,-0.9428 ,-1.036 ,-1.181916845,1.202 ,1.112001409,0.669384087,0.755406849,Desert steppe,0.030900681,1.3548755,-1.312120204,-1.829496911,-0.389047281,-1.906605439,0.021350492
1.499354499,-0.66729828,-0.415545236,-0.480673515,-0.8052 ,-0.783 ,1.115246199,1.023 ,0.173233815,0.64760685,0.455678873,Temperate steppe,-0.66729828,2.391765736,-1.045267766,-0.215131368,1.040451252,-1.574898974,0.061187931
1.814030683,0.741140265,-0.415545236,-0.386688157,1.9348 ,-0.970 ,-1.24587498,0.945 ,1.008023985,0.738558837,0.630520193,Desert steppe,0.741140265,1.131228036,-1.346276338,-1.767029794,-0.543512146,-1.687577431,-0.082164133
1.978651191,0.259341166,-0.415545236,-0.411514478,-0.8397 ,-0.717 ,-1.304503272,-1.772 ,0.770361303,0.514381411,0.458617385,Desert steppe,0.259341166,0.438856826,-0.196326196,-1.453076768,-0.693615831,-1.934591419,-0.070401178
2.066850712,0.519070567,-0.415545236,-0.670417539,-0.5292 ,-0.436 ,-1.197906379,-1.700 ,0.045490123,0.227434297,-0.176100678,Desert steppe,0.519070567,-1.101082637,-0.935601383,-0.527738535,-1.064779064,-1.103461911,0.392983583
-2.495382569,2.906851644,-0.068870626,-0.16147796,-0.8934 ,-0.947 ,-0.563654865,0.063 ,0.901075778,0.486199099,0.864131702,Lowland meadows,2.906851644,1.687751713,-1.938965509,-1.424612024,0.143656663,-1.121580363,-0.201017138
-2.186659888,4.064127838,-0.068870626,1.223476088,-0.4860 ,-0.409 ,-0.195895585,0.569 ,0.075197958,-0.38745237,-0.104107195,Temperate steppe,4.064127838,-0.612257192,0.898096797,0.127567035,-0.123416864,-0.468970557,-1.396458598
-1.692319975,2.202435437,-0.068870626,-0.195170824,-0.1679 ,-0.105 ,0.134554783,0.116 ,-0.100078271,-0.516834782,-0.27454075,Temperate steppe,2.202435437,-0.75689902,-0.35217094,0.511035045,0.025795361,-0.270257746,0.124708247
-1.531681764,-0.348487836,-0.068870626,1.278448655,0.3363 ,0.365 ,0.2678009,-0.385 ,0.173233815,0.192846922,0.098649962,Temperate meadow steppe,-0.348487836,0.732531599,1.594898073,-0.141104523,0.264304995,0.956151076,-1.054906782
-1.511637424,-0.412877796,-0.068870626,0.276529274,1.6002 ,-1.595 ,-0.936743991,-0.262 ,-1.936022488,-1.063827711,-2.451976327,Mountain meadows,-0.412877796,-6.388570517,2.209176148,2.518697974,-2.312442652,2.556436851,0.462727651
-1.511637424,-0.049269422,-0.068870626,0.343915003,1.5150 ,0.532 ,-0.936743991,1.072 ,-1.936022488,-1.063827711,-2.451976327,Mountain meadows,-0.049269422,-6.388570517,3.318488771,2.518697974,-2.312442652,4.053361883,0.827616996
-1.386527529,-0.512614901,-0.068870626,-0.342355441,1.2582 ,0.340 ,0.758146607,-0.852 ,-0.851686502,-0.053107743,-1.499899233,Mountain meadows,-0.512614901,-1.64654687,3.403591164,1.573898036,-0.419227714,2.96332366,1.283522687
-1.3510413,-0.548392024,-0.068870626,1.803348012,-0.1668 ,-0.238 ,0.918041947,-0.267 ,-0.349624086,0.117267097,0.280837555,Temperate meadow steppe,-0.548392024,0.966522512,1.13127804,0.364978029,0.778143892,0.41233208,-1.780178499
